ticket_id,customer_id,match_id,ticket_type,purchase_date,quantity,unit_price,total_revenue,section,discount_code,sales_channel
T0000752,C000408,M001,Group,2025-01-11,20,18.61,372.2,North End,GROUP15,Online
T0000753,C001359,M001,Season Ticket,2024-10-02,2,23.0,46.0,Supporters' End,MEMBER,Mobile App
T0000754,C001373,M001,Single Match,2024-12-29,1,32.86,32.86,Supporters' End,,Online
T0000755,C002887,M001,Season Ticket,2025-01-30,1,33.65,33.65,West Sideline,MEMBER,Mobile App
T0000756,C002532,M001,Single Match,2025-01-20,2,47.06,94.12,East Sideline,,Mobile App
T0000757,C002209,M001,Single Match,2025-02-09,2,44.21,88.42,East Sideline,,Sales Representative
T0000758,C001189,M001,Single Match,2025-01-31,2,43.6,87.2,West Sideline,FAMILY,Box Office
T0000759,C002986,M001,Single Match,2025-01-13,4,44.12,176.48,East Sideline,,Mobile App
T0000760,C002652,M001,Group,2025-01-19,16,19.15,306.4,North End,GROUP15,Online
T0000761,C001408,M001,Group,2025-01-04,16,18.25,292.0,North End,GROUP15,Sales Representative
T0000762,C002568,M001,Season Ticket,2024-11-24,3,30.43,91.29,East Sideline,MEMBER,Online
T0000763,C003111,M001,Group,2025-01-09,30,17.43,522.9,North End,GROUP15,Sales Representative
T0000764,C001068,M001,Season Ticket,2024-11-22,2,23.45,46.9,Supporters' End,MEMBER,Sales Representative
T0000765,C002953,M001,Season Ticket,2025-03-03,2,32.17,64.34,West Sideline,MEMBER,Box Office
T0000766,C001875,M001,Premium,2025-02-01,6,193.55,1161.3,Fieldside,,Box Office
T0000767,C002546,M001,Season Ticket,2025-02-25,1,21.55,21.55,Supporters' End,MEMBER,Box Office
T0000768,C001118,M001,Season Ticket,2024-12-03,2,33.45,66.9,West Sideline,MEMBER,Box Office
T0000769,C001008,M001,Season Ticket,2024-12-05,3,30.61,91.83,East Sideline,MEMBER,Online
T0000770,C000867,M001,Single Match,2024-12-26,1,42.16,42.16,West Sideline,WELCOME,Online
T0000771,C000341,M001,Season Ticket,2025-03-03,1,24.71,24.71,Supporters' End,MEMBER,Box Office
T0000772,C001499,M001,Season Ticket,2024-09-21,2,23.56,47.12,Supporters' End,MEMBER,Online
T0000773,C002658,M001,Season Ticket,2025-01-05,2,34.43,68.86,West Sideline,MEMBER,Online
T0000774,C003074,M001,Season Ticket,2024-10-16,1,32.13,32.13,East Sideline,MEMBER,Online
T0000775,C000185,M001,Season Ticket,2024-08-23,1,40.99,40.99,Club Level,MEMBER,Mobile App
T0000776,C001741,M001,Premium,2025-01-18,2,170.96,341.92,Club Level,,Mobile App
T0000777,C000854,M001,Season Ticket,2024-11-10,2,43.23,86.46,Club Level,MEMBER,Online
T0000778,C001667,M001,Premium,2025-02-16,4,207.3,829.2,Fieldside,,Box Office
T0000779,C001992,M001,Season Ticket,2025-01-21,2,32.01,64.02,East Sideline,MEMBER,Online
T0000780,C001681,M001,Single Match,2025-01-08,2,44.55,89.1,East Sideline,,Mobile App
T0000781,C000527,M001,Season Ticket,2024-09-23,1,22.84,22.84,Supporters' End,MEMBER,Mobile App
T0000782,C001122,M001,Season Ticket,2024-11-10,1,23.47,23.47,Supporters' End,MEMBER,Online
T0000783,C000796,M001,Single Match,2025-01-07,3,47.39,142.17,East Sideline,,Mobile App
T0000784,C003163,M001,Season Ticket,2024-10-25,2,30.92,61.84,East Sideline,MEMBER,Mobile App
T0000785,C002424,M001,Single Match,2025-01-22,2,45.44,90.88,West Sideline,,Mobile App
T0000786,C000529,M001,Single Match,2024-12-31,2,42.68,85.36,East Sideline,,Box Office
T0000787,C001828,M001,Season Ticket,2024-09-17,2,33.45,66.9,West Sideline,MEMBER,Online
T0000788,C001426,M001,Season Ticket,2024-09-12,2,31.19,62.38,East Sideline,MEMBER,Sales Representative
T0000789,C001989,M001,Season Ticket,2025-01-17,2,34.37,68.74,West Sideline,MEMBER,Online
T0000790,C002434,M001,Season Ticket,2024-08-25,2,22.56,45.12,Supporters' End,MEMBER,Mobile App
T0000791,C003005,M001,Season Ticket,2024-08-12,2,22.64,45.28,Supporters' End,MEMBER,Online
T0000792,C002885,M001,Single Match,2025-01-21,1,43.24,43.24,East Sideline,,Mobile App
T0000793,C002732,M001,Premium,2025-02-06,2,195.6,391.2,Fieldside,,Sales Representative
T0000794,C000669,M001,Season Ticket,2024-10-27,1,23.8,23.8,Supporters' End,MEMBER,Mobile App
T0000795,C001249,M001,Group,2025-01-12,16,25.12,401.92,East Sideline,GROUP15,Mobile App
T0000796,C000343,M001,Single Match,2025-01-29,3,43.92,131.76,East Sideline,,Box Office
T0000797,C002941,M001,Season Ticket,2024-11-18,1,33.0,33.0,West Sideline,MEMBER,Online
T0000798,C002092,M001,Single Match,2025-03-06,1,46.58,46.58,West Sideline,,Mobile App
T0000799,C000123,M001,Single Match,2025-03-06,2,45.62,91.24,East Sideline,,Online
T0000800,C002760,M001,Single Match,2025-01-11,2,34.42,68.84,Family Zone,,Sales Representative
T0000801,C000445,M001,Season Ticket,2024-12-17,1,33.69,33.69,West Sideline,MEMBER,Mobile App
T0000802,C002718,M001,Single Match,2025-02-22,1,47.94,47.94,West Sideline,,Box Office
T0000803,C000381,M001,Season Ticket,2024-10-10,2,21.61,43.22,Supporters' End,MEMBER,Online
T0000804,C002720,M001,Single Match,2024-12-25,2,34.04,68.08,Supporters' End,,Online
T0000805,C003092,M001,Season Ticket,2024-11-17,2,33.04,66.08,West Sideline,MEMBER,Mobile App
T0000806,C001496,M001,Season Ticket,2024-09-17,1,30.62,30.62,East Sideline,MEMBER,Online
T0000807,C002340,M001,Single Match,2025-02-03,1,49.38,49.38,West Sideline,,Online
T0000808,C000413,M001,Season Ticket,2024-09-13,2,43.96,87.92,Club Level,MEMBER,Online
T0000809,C000597,M001,Single Match,2025-01-08,2,40.19,80.38,West Sideline,WELCOME,Online
T0000810,C001647,M001,Single Match,2025-03-05,1,43.09,43.09,East Sideline,,Mobile App
T0000811,C001920,M001,Season Ticket,2025-01-13,1,22.96,22.96,Supporters' End,MEMBER,Online
T0000812,C001724,M001,Premium,2025-02-22,4,161.97,647.88,Club Level,,Online
T0000813,C000600,M001,Single Match,2025-02-10,3,28.17,84.51,Supporters' End,FAMILY,Online
T0000814,C001650,M001,Premium,2025-01-19,3,193.59,580.77,Fieldside,,Online
T0000815,C000266,M001,Season Ticket,2025-02-17,1,30.77,30.77,East Sideline,MEMBER,Mobile App
T0000816,C002218,M001,Season Ticket,2025-02-18,1,22.82,22.82,Supporters' End,MEMBER,Online
T0000817,C001251,M001,Season Ticket,2024-12-27,1,31.63,31.63,East Sideline,MEMBER,Online
T0000818,C001853,M001,Group,2025-01-13,20,19.09,381.8,North End,GROUP15,Box Office
T0000819,C002367,M001,Season Ticket,2025-01-18,2,22.54,45.08,Supporters' End,MEMBER,Online
T0000820,C002972,M001,Season Ticket,2024-10-14,1,23.41,23.41,Supporters' End,MEMBER,Mobile App
T0000821,C002155,M001,Season Ticket,2025-02-05,2,33.06,66.12,West Sideline,MEMBER,Mobile App
T0000822,C003035,M001,Season Ticket,2024-09-28,2,29.87,59.74,East Sideline,MEMBER,Mobile App
T0000823,C001938,M001,Season Ticket,2025-02-16,1,22.89,22.89,Supporters' End,MEMBER,Box Office
T0000824,C000655,M001,Single Match,2025-02-22,1,32.68,32.68,Supporters' End,,Online
T0000825,C002466,M001,Season Ticket,2025-02-23,3,30.49,91.47,East Sideline,MEMBER,Box Office
T0000826,C002267,M001,Single Match,2024-12-26,3,34.01,102.03,Family Zone,,Online
T0000827,C003060,M001,Single Match,2025-02-01,2,43.23,86.46,East Sideline,,Box Office
T0000828,C002411,M001,Season Ticket,2024-10-02,3,29.88,89.64,East Sideline,MEMBER,Sales Representative
T0000829,C002821,M001,Single Match,2025-01-27,2,43.97,87.94,East Sideline,,Online
T0000830,C002374,M001,Single Match,2025-01-28,1,34.64,34.64,Supporters' End,,Mobile App
T0000831,C000813,M001,Single Match,2025-02-01,2,34.67,69.34,Family Zone,,Mobile App
T0000832,C000647,M001,Premium,2025-02-25,6,176.59,1059.54,Club Level,,Sales Representative
T0000833,C000403,M001,Season Ticket,2024-08-21,1,30.44,30.44,East Sideline,MEMBER,Online
T0000834,C001966,M001,Season Ticket,2024-11-10,1,23.34,23.34,Supporters' End,MEMBER,Mobile App
T0000835,C000383,M001,Season Ticket,2024-09-25,1,27.79,27.79,East Sideline,MEMBER,Mobile App
T0000836,C000533,M001,Season Ticket,2025-01-28,1,28.85,28.85,East Sideline,MEMBER,Online
T0000837,C001021,M001,Season Ticket,2025-02-17,1,29.87,29.87,East Sideline,MEMBER,Online
T0000838,C000971,M001,Season Ticket,2024-11-07,3,24.15,72.45,Supporters' End,MEMBER,Box Office
T0000839,C000618,M001,Season Ticket,2024-11-01,2,22.39,44.78,Supporters' End,MEMBER,Mobile App
T0000840,C000945,M001,Season Ticket,2024-08-30,2,23.91,47.82,Supporters' End,MEMBER,Sales Representative
T0000841,C003186,M001,Season Ticket,2025-01-10,1,32.23,32.23,East Sideline,MEMBER,Mobile App
T0000842,C001494,M001,Season Ticket,2025-02-21,1,22.33,22.33,Supporters' End,MEMBER,Mobile App
T0000843,C000239,M001,Single Match,2025-01-19,2,34.39,68.78,Family Zone,,Online
T0000844,C002852,M001,Single Match,2025-02-04,2,45.07,90.14,West Sideline,,Box Office
T0000845,C002790,M001,Group,2025-02-05,10,18.61,186.1,Family Zone,GROUP15,Sales Representative
T0000846,C000314,M001,Single Match,2025-01-02,1,32.3,32.3,Supporters' End,,Box Office
T0000847,C002653,M001,Season Ticket,2024-08-29,1,31.43,31.43,East Sideline,MEMBER,Online
T0000848,C002836,M001,Season Ticket,2024-10-09,1,31.35,31.35,East Sideline,MEMBER,Online
T0000849,C002990,M001,Single Match,2025-02-05,1,45.12,45.12,East Sideline,,Sales Representative
T0000850,C000085,M001,Single Match,2025-02-21,2,33.33,66.66,Family Zone,,Mobile App
T0000851,C000361,M001,Premium,2025-02-25,1,177.51,177.51,Club Level,,Online
T0000852,C001535,M001,Single Match,2025-01-11,1,33.1,33.1,Supporters' End,,Box Office
T0000853,C002139,M001,Season Ticket,2025-03-06,2,29.83,59.66,East Sideline,MEMBER,Online
T0000854,C001923,M001,Season Ticket,2025-02-07,3,22.76,68.28,Supporters' End,MEMBER,Online
T0000855,C001246,M001,Season Ticket,2025-02-01,1,30.74,30.74,West Sideline,MEMBER,Mobile App
T0000856,C001041,M001,Season Ticket,2024-11-23,1,29.9,29.9,East Sideline,MEMBER,Mobile App
T0000857,C000412,M001,Season Ticket,2025-02-15,1,33.5,33.5,West Sideline,MEMBER,Online
T0000858,C001886,M001,Season Ticket,2024-12-27,1,30.89,30.89,East Sideline,MEMBER,Online
T0000859,C002026,M001,Season Ticket,2024-08-31,1,24.74,24.74,Supporters' End,MEMBER,Online
T0000860,C002920,M001,Season Ticket,2024-12-13,2,33.64,67.28,East Sideline,MEMBER,Sales Representative
T0000861,C002319,M001,Season Ticket,2025-02-13,2,32.1,64.2,West Sideline,MEMBER,Online
T0000862,C000561,M001,Season Ticket,2024-12-13,2,33.77,67.54,West Sideline,MEMBER,Online
T0000863,C001714,M001,Season Ticket,2025-02-15,1,21.9,21.9,Supporters' End,MEMBER,Box Office
T0000864,C000996,M001,Single Match,2025-01-25,3,46.54,139.62,West Sideline,,Online
T0000865,C001066,M001,Season Ticket,2024-12-02,3,30.31,90.93,East Sideline,MEMBER,Online
T0000866,C002800,M001,Season Ticket,2024-10-28,2,29.83,59.66,East Sideline,MEMBER,Sales Representative
T0000867,C000168,M001,Single Match,2025-02-19,1,42.49,42.49,West Sideline,WELCOME,Online
T0000868,C002110,M001,Single Match,2025-03-03,1,47.03,47.03,East Sideline,,Online
T0000869,C002883,M001,Season Ticket,2025-01-11,1,31.35,31.35,East Sideline,MEMBER,Mobile App
T0000870,C000829,M001,Single Match,2024-12-23,1,41.0,41.0,East Sideline,,Mobile App
T0000871,C000401,M001,Season Ticket,2024-09-14,2,24.25,48.5,Supporters' End,MEMBER,Online
T0000872,C002502,M001,Season Ticket,2024-08-23,2,30.46,60.92,East Sideline,MEMBER,Online
T0000873,C001421,M001,Season Ticket,2025-02-08,2,30.78,61.56,East Sideline,MEMBER,Online
T0000874,C001994,M001,Group,2024-12-25,16,19.03,304.48,Family Zone,GROUP15,Online
T0000875,C002324,M001,Season Ticket,2024-12-08,1,23.27,23.27,Supporters' End,MEMBER,Online
T0000876,C002177,M001,Single Match,2025-02-25,2,45.51,91.02,East Sideline,,Online
T0000877,C002861,M001,Single Match,2025-01-29,1,34.69,34.69,Family Zone,,Mobile App
T0000878,C000791,M001,Single Match,2025-02-04,2,33.3,66.6,Family Zone,,Box Office
T0000879,C000903,M001,Season Ticket,2025-01-02,2,32.47,64.94,East Sideline,MEMBER,Sales Representative
T0000880,C001135,M001,Season Ticket,2024-11-15,1,23.18,23.18,Supporters' End,MEMBER,Box Office
T0000881,C002999,M001,Season Ticket,2024-09-12,2,23.29,46.58,Supporters' End,MEMBER,Online
T0000882,C002638,M001,Season Ticket,2024-09-18,2,31.9,63.8,West Sideline,MEMBER,Sales Representative
T0000883,C002179,M001,Single Match,2025-02-03,2,32.79,65.58,Supporters' End,,Box Office
T0000884,C002086,M001,Season Ticket,2024-12-14,3,33.58,100.74,West Sideline,MEMBER,Mobile App
T0000885,C001732,M001,Season Ticket,2024-08-10,2,23.24,46.48,Supporters' End,MEMBER,Sales Representative
T0000886,C001128,M001,Single Match,2025-01-08,2,32.19,64.38,Supporters' End,,Online
T0000887,C000309,M001,Single Match,2025-01-27,2,33.3,66.6,Supporters' End,,Online
T0000888,C002161,M001,Premium,2025-02-13,4,171.01,684.04,Club Level,,Sales Representative
T0000889,C000171,M001,Single Match,2025-02-07,3,30.16,90.48,Supporters' End,,Online
T0000890,C002034,M001,Single Match,2025-02-16,2,30.94,61.88,Supporters' End,SUMMIT10,Mobile App
T0000891,C002014,M001,Single Match,2025-01-05,1,42.53,42.53,West Sideline,SUMMIT10,Sales Representative
T0000892,C000569,M001,Single Match,2025-03-03,2,33.16,66.32,Family Zone,,Online
T0000893,C003171,M001,Single Match,2025-01-09,2,32.06,64.12,Supporters' End,,Online
T0000894,C002987,M001,Single Match,2025-02-06,2,41.8,83.6,East Sideline,,Sales Representative
T0000895,C002219,M001,Premium,2025-02-07,6,194.74,1168.44,Fieldside,,Sales Representative
T0000896,C001309,M001,Group,2024-12-03,10,19.25,192.5,North End,GROUP15,Box Office
T0000897,C002027,M001,Single Match,2025-01-20,2,47.31,94.62,West Sideline,,Online
T0000898,C001405,M001,Single Match,2025-02-08,2,42.81,85.62,East Sideline,,Sales Representative
T0000899,C001279,M001,Season Ticket,2025-01-30,4,32.62,130.48,East Sideline,MEMBER,Box Office
T0000900,C002657,M001,Season Ticket,2024-12-11,1,44.15,44.15,Club Level,MEMBER,Mobile App
T0000901,C000490,M001,Single Match,2025-03-07,2,33.49,66.98,Supporters' End,,Mobile App
T0000902,C001594,M001,Season Ticket,2025-01-12,1,23.1,23.1,Supporters' End,MEMBER,Online
T0000903,C002826,M001,Season Ticket,2025-02-03,2,29.26,58.52,East Sideline,MEMBER,Mobile App
T0000904,C003003,M001,Season Ticket,2024-11-22,3,29.43,88.29,East Sideline,MEMBER,Online
T0000905,C002436,M001,Group,2025-01-11,20,25.25,505.0,East Sideline,GROUP15,Online
T0000906,C001776,M001,Premium,2025-01-05,3,193.6,580.8,Fieldside,,Mobile App
T0000907,C001679,M001,Season Ticket,2024-09-03,1,22.54,22.54,Supporters' End,MEMBER,Sales Representative
T0000908,C000311,M001,Single Match,2025-01-06,2,46.01,92.02,West Sideline,,Online
T0000909,C003033,M001,Season Ticket,2024-09-10,2,32.64,65.28,West Sideline,MEMBER,Online
T0000910,C002168,M001,Single Match,2025-02-13,4,34.33,137.32,Supporters' End,,Mobile App
T0000911,C001164,M001,Single Match,2025-02-04,1,46.47,46.47,East Sideline,,Box Office
T0000912,C000581,M001,Season Ticket,2025-02-03,1,23.37,23.37,Supporters' End,MEMBER,Box Office
T0000913,C001717,M001,Single Match,2025-03-04,2,36.65,73.3,Family Zone,,Mobile App
T0000914,C001349,M001,Premium,2025-01-30,3,171.67,515.01,Club Level,,Online
T0000915,C000323,M001,Season Ticket,2024-11-21,1,29.45,29.45,East Sideline,MEMBER,Mobile App
T0000916,C001207,M001,Premium,2025-02-13,2,191.91,383.82,Fieldside,,Online
T0000917,C001631,M001,Season Ticket,2024-09-17,3,22.09,66.27,Supporters' End,MEMBER,Box Office
T0000918,C002761,M001,Season Ticket,2025-01-31,1,23.05,23.05,Supporters' End,MEMBER,Online
T0000919,C002996,M001,Season Ticket,2025-01-21,2,32.26,64.52,East Sideline,MEMBER,Online
T0000920,C002059,M001,Single Match,2025-01-20,2,33.54,67.08,Supporters' End,,Mobile App
T0000921,C001099,M001,Season Ticket,2025-02-09,2,33.75,67.5,West Sideline,MEMBER,Mobile App
T0000922,C001798,M001,Season Ticket,2024-11-02,3,24.28,72.84,Supporters' End,MEMBER,Online
T0000923,C000380,M001,Season Ticket,2024-12-04,2,30.77,61.54,East Sideline,MEMBER,Mobile App
T0000924,C001227,M001,Season Ticket,2025-01-02,3,33.99,101.97,West Sideline,MEMBER,Mobile App
T0000925,C001621,M001,Season Ticket,2025-02-02,2,32.68,65.36,West Sideline,MEMBER,Online
T0000926,C002126,M001,Season Ticket,2024-10-24,3,23.89,71.67,Supporters' End,MEMBER,Online
T0000927,C002364,M001,Season Ticket,2025-02-01,2,23.51,47.02,Supporters' End,MEMBER,Mobile App
T0000928,C002047,M001,Season Ticket,2024-09-09,3,31.71,95.13,East Sideline,MEMBER,Mobile App
T0000929,C001335,M001,Premium,2025-02-01,1,167.3,167.3,Fieldside,SUMMIT10,Online
T0000930,C001330,M001,Group,2025-01-02,16,19.47,311.52,Family Zone,GROUP15,Box Office
T0000931,C001997,M001,Season Ticket,2024-09-28,2,33.21,66.42,West Sideline,MEMBER,Box Office
T0000932,C002243,M001,Season Ticket,2025-02-10,1,31.31,31.31,East Sideline,MEMBER,Online
T0000933,C003123,M001,Season Ticket,2025-01-13,4,33.49,133.96,East Sideline,MEMBER,Mobile App
T0000934,C000908,M001,Single Match,2025-03-04,2,32.86,65.72,Family Zone,,Online
T0000935,C000837,M001,Single Match,2025-01-09,2,36.41,72.82,Family Zone,,Box Office
T0000936,C000757,M001,Season Ticket,2024-10-13,2,31.85,63.7,East Sideline,MEMBER,Box Office
T0000937,C002281,M001,Season Ticket,2024-10-05,2,22.57,45.14,Supporters' End,MEMBER,Online
T0000938,C001809,M001,Season Ticket,2025-02-21,2,22.79,45.58,Supporters' End,MEMBER,Mobile App
T0000939,C001642,M001,Single Match,2024-12-25,4,45.88,183.52,West Sideline,,Online
T0000940,C000622,M001,Season Ticket,2025-01-21,1,43.09,43.09,Club Level,MEMBER,Box Office
T0000941,C001500,M001,Season Ticket,2025-01-21,2,25.03,50.06,Supporters' End,MEMBER,Box Office
T0000942,C000698,M001,Season Ticket,2024-12-16,1,31.73,31.73,West Sideline,MEMBER,Mobile App
T0000943,C000120,M001,Single Match,2025-02-25,1,40.27,40.27,West Sideline,WELCOME,Mobile App
T0000944,C002013,M001,Season Ticket,2024-08-31,1,32.53,32.53,West Sideline,MEMBER,Online
T0000945,C001518,M001,Premium,2025-01-21,3,173.56,520.68,Club Level,,Online
T0000946,C000324,M001,Season Ticket,2025-02-11,2,31.58,63.16,East Sideline,MEMBER,Online
T0000947,C002995,M001,Single Match,2025-01-20,4,43.11,172.44,West Sideline,,Online
T0000948,C000028,M001,Season Ticket,2025-02-10,1,29.55,29.55,East Sideline,MEMBER,Online
T0000949,C002530,M001,Season Ticket,2024-08-19,2,32.65,65.3,West Sideline,MEMBER,Online
T0000950,C000460,M001,Season Ticket,2024-09-19,1,31.68,31.68,West Sideline,MEMBER,Sales Representative
T0000951,C002075,M001,Single Match,2025-01-19,1,44.6,44.6,West Sideline,,Online
T0000952,C002284,M001,Single Match,2025-01-01,2,43.43,86.86,East Sideline,,Online
T0000953,C000742,M001,Season Ticket,2024-08-11,1,31.88,31.88,West Sideline,MEMBER,Sales Representative
T0000954,C003187,M001,Single Match,2025-01-15,1,34.5,34.5,Family Zone,,Online
T0000955,C000414,M001,Season Ticket,2024-12-13,4,29.65,118.6,East Sideline,MEMBER,Box Office
T0000956,C000325,M001,Premium,2025-02-10,2,212.33,424.66,Summit Suites,,Online
T0000957,C003038,M001,Season Ticket,2024-10-19,1,23.85,23.85,Supporters' End,MEMBER,Sales Representative
T0000958,C001084,M001,Group,2024-12-31,16,19.77,316.32,Family Zone,GROUP15,Online
T0000959,C000995,M001,Season Ticket,2024-08-10,2,32.98,65.96,West Sideline,MEMBER,Mobile App
T0000960,C001734,M001,Season Ticket,2025-01-15,2,31.97,63.94,West Sideline,MEMBER,Box Office
T0000961,C001577,M001,Season Ticket,2024-12-15,2,30.78,61.56,East Sideline,MEMBER,Online
T0000962,C002517,M001,Season Ticket,2024-11-13,1,24.9,24.9,Supporters' End,MEMBER,Mobile App
T0000963,C000501,M001,Season Ticket,2024-11-09,1,31.38,31.38,West Sideline,MEMBER,Online
T0000964,C002040,M001,Season Ticket,2024-10-14,2,33.06,66.12,East Sideline,MEMBER,Online
T0000965,C000967,M001,Single Match,2025-01-27,4,35.07,140.28,Family Zone,,Mobile App
T0000966,C001983,M001,Season Ticket,2025-02-19,3,23.78,71.34,Supporters' End,MEMBER,Online
T0000967,C001437,M001,Season Ticket,2024-08-22,2,31.65,63.3,West Sideline,MEMBER,Box Office
T0000968,C002899,M001,Season Ticket,2025-03-07,1,22.64,22.64,Supporters' End,MEMBER,Mobile App
T0000969,C001477,M001,Single Match,2025-02-15,1,30.3,30.3,Supporters' End,,Online
T0000970,C001894,M001,Premium,2025-02-20,2,225.0,450.0,Summit Suites,,Box Office
T0000971,C000773,M001,Premium,2025-02-03,3,165.83,497.49,Club Level,,Online
T0000972,C002334,M001,Group,2024-12-10,16,18.99,303.84,Family Zone,GROUP15,Online
T0000973,C003174,M001,Single Match,2025-02-18,2,34.96,69.92,Family Zone,,Online
T0000974,C000183,M001,Single Match,2025-02-05,4,34.08,136.32,Supporters' End,,Online
T0000975,C000200,M001,Group,2025-02-18,10,19.27,192.7,Family Zone,GROUP15,Online
T0000976,C002823,M001,Group,2025-01-07,10,25.46,254.6,East Sideline,GROUP15,Box Office
T0000977,C000679,M001,Season Ticket,2025-02-19,2,30.89,61.78,East Sideline,MEMBER,Mobile App
T0000978,C002876,M001,Single Match,2024-12-30,2,35.13,70.26,Supporters' End,,Sales Representative
T0000979,C001998,M001,Season Ticket,2025-02-21,1,31.77,31.77,West Sideline,MEMBER,Online
T0000980,C002418,M001,Season Ticket,2024-10-09,2,30.55,61.1,East Sideline,MEMBER,Mobile App
T0000981,C000013,M001,Season Ticket,2024-12-13,1,30.39,30.39,East Sideline,MEMBER,Online
T0000982,C002095,M001,Season Ticket,2024-09-21,1,23.06,23.06,Supporters' End,MEMBER,Online
T0000983,C001624,M001,Group,2024-12-31,16,17.71,283.36,North End,GROUP15,Online
T0000984,C002862,M001,Season Ticket,2025-02-03,1,21.98,21.98,Supporters' End,MEMBER,Mobile App
T0000985,C001925,M001,Season Ticket,2025-01-01,1,22.75,22.75,Supporters' End,MEMBER,Online
T0000986,C000246,M001,Premium,2025-01-15,4,164.49,657.96,Club Level,,Online
T0000987,C002771,M001,Season Ticket,2024-10-21,3,29.9,89.7,East Sideline,MEMBER,Online
T0000988,C003021,M001,Single Match,2025-02-12,2,44.75,89.5,East Sideline,,Online
T0000989,C002600,M001,Season Ticket,2024-12-23,1,23.27,23.27,Supporters' End,MEMBER,Online
T0000990,C003162,M001,Season Ticket,2024-11-12,2,33.92,67.84,West Sideline,MEMBER,Sales Representative
T0000991,C001868,M001,Premium,2025-02-14,2,173.94,347.88,Club Level,,Online
T0000992,C002989,M001,Premium,2025-02-10,2,171.83,343.66,Club Level,,Online
T0000993,C001753,M001,Single Match,2024-12-31,2,45.26,90.52,West Sideline,,Online
T0000994,C001329,M001,Single Match,2025-01-22,2,44.93,89.86,West Sideline,,Mobile App
T0000995,C002496,M001,Group,2025-02-11,16,19.52,312.32,Family Zone,GROUP15,Online
T0000996,C001760,M001,Season Ticket,2025-03-01,1,43.49,43.49,Club Level,MEMBER,Mobile App
T0000997,C000043,M001,Season Ticket,2024-10-25,2,43.39,86.78,Club Level,MEMBER,Mobile App
T0000998,C000711,M001,Single Match,2025-01-23,1,46.94,46.94,West Sideline,,Box Office
T0000999,C000644,M001,Season Ticket,2024-09-25,2,35.33,70.66,West Sideline,MEMBER,Online
T0001000,C000754,M001,Single Match,2025-02-06,2,31.57,63.14,Supporters' End,,Mobile App
T0001001,C001644,M001,Single Match,2025-02-08,4,42.53,170.12,East Sideline,,Box Office
T0001002,C000582,M001,Season Ticket,2024-12-16,2,30.5,61.0,East Sideline,MEMBER,Online
T0001003,C002076,M001,Season Ticket,2025-03-04,4,34.31,137.24,West Sideline,MEMBER,Online
T0001004,C002019,M001,Season Ticket,2025-02-05,2,31.1,62.2,East Sideline,MEMBER,Mobile App
T0001005,C001229,M001,Season Ticket,2024-12-24,2,32.47,64.94,West Sideline,MEMBER,Box Office
T0001006,C002036,M001,Single Match,2024-12-27,2,32.62,65.24,Supporters' End,,Online
T0001007,C001455,M001,Season Ticket,2024-10-26,4,33.46,133.84,West Sideline,MEMBER,Online
T0001008,C002893,M001,Premium,2025-01-24,4,171.0,684.0,Club Level,,Sales Representative
T0001009,C000878,M001,Season Ticket,2024-11-04,2,32.81,65.62,East Sideline,MEMBER,Online
T0001010,C000627,M001,Season Ticket,2024-10-10,3,32.04,96.12,West Sideline,MEMBER,Sales Representative
T0001011,C001933,M001,Season Ticket,2024-10-07,1,21.18,21.18,Supporters' End,MEMBER,Online
T0001012,C001173,M001,Single Match,2025-02-24,4,45.17,180.68,East Sideline,,Online
T0001013,C003185,M001,Group,2024-12-01,16,25.14,402.24,East Sideline,GROUP15,Box Office
T0001014,C001094,M001,Single Match,2025-03-01,1,46.66,46.66,West Sideline,,Online
T0001015,C001789,M001,Season Ticket,2024-10-10,1,22.16,22.16,Supporters' End,MEMBER,Online
T0001016,C001412,M001,Season Ticket,2024-09-14,1,24.39,24.39,Supporters' End,MEMBER,Online
T0001017,C003189,M001,Season Ticket,2024-10-19,2,30.6,61.2,East Sideline,MEMBER,Online
T0001018,C003194,M001,Premium,2025-02-25,2,221.45,442.9,Summit Suites,,Sales Representative
T0001019,C002394,M001,Season Ticket,2025-02-20,2,31.63,63.26,West Sideline,MEMBER,Online
T0001020,C000592,M001,Season Ticket,2025-01-22,1,42.23,42.23,Club Level,MEMBER,Online
T0001021,C001672,M001,Season Ticket,2025-02-27,1,30.02,30.02,East Sideline,MEMBER,Box Office
T0001022,C002748,M001,Season Ticket,2025-02-07,2,33.67,67.34,West Sideline,MEMBER,Mobile App
T0001023,C002636,M001,Season Ticket,2024-11-10,2,31.47,62.94,East Sideline,MEMBER,Mobile App
T0001024,C002426,M001,Season Ticket,2024-11-23,1,30.9,30.9,East Sideline,MEMBER,Online
T0001025,C001646,M001,Single Match,2025-01-16,2,45.01,90.02,East Sideline,,Mobile App
T0001026,C000734,M001,Season Ticket,2024-11-03,2,31.43,62.86,East Sideline,MEMBER,Online
T0001027,C002770,M001,Season Ticket,2024-12-24,2,22.06,44.12,Supporters' End,MEMBER,Mobile App
T0001028,C002459,M001,Single Match,2025-01-17,1,35.06,35.06,Family Zone,,Online
T0001029,C001767,M001,Single Match,2025-02-24,2,32.39,64.78,Supporters' End,,Online
T0001030,C002358,M001,Single Match,2025-01-16,4,44.13,176.52,East Sideline,,Online
