conversion_id,campaign_id,customer_id,sent,opened,clicked,converted,conversion_date,revenue,attributed_ticket_id
CV0003591,CMP003,C002082,1,1,0,0,,0.0,
CV0003592,CMP003,C002033,1,0,0,0,,0.0,
CV0003593,CMP003,C001018,1,0,0,0,,0.0,
CV0003594,CMP003,C001231,1,0,0,0,,0.0,
CV0003595,CMP003,C002549,1,1,0,0,,0.0,
CV0003596,CMP003,C000382,1,0,0,0,,0.0,
CV0003597,CMP003,C000454,1,0,0,0,,0.0,
CV0003598,CMP003,C001788,1,1,0,0,,0.0,
CV0003599,CMP003,C001767,1,1,0,0,,0.0,
CV0003600,CMP003,C000661,1,1,0,0,,0.0,
CV0003601,CMP003,C000011,1,0,0,0,,0.0,
CV0003602,CMP003,C000747,1,0,0,0,,0.0,
CV0003603,CMP003,C001212,1,0,0,0,,0.0,
CV0003604,CMP003,C001921,1,1,0,0,,0.0,
CV0003605,CMP003,C000828,1,0,0,0,,0.0,
CV0003606,CMP003,C003064,1,0,0,0,,0.0,
CV0003607,CMP003,C000053,1,0,0,0,,0.0,
CV0003608,CMP003,C003200,1,1,0,0,,0.0,
CV0003609,CMP003,C002420,1,1,0,0,,0.0,
CV0003610,CMP003,C002735,1,0,0,0,,0.0,
CV0003611,CMP003,C000293,1,0,0,0,,0.0,
CV0003612,CMP003,C000739,1,1,0,0,,0.0,
CV0003613,CMP003,C001283,1,1,0,0,,0.0,
CV0003614,CMP003,C001026,1,1,0,0,,0.0,
CV0003615,CMP003,C001953,1,0,0,0,,0.0,
CV0003616,CMP003,C000168,1,1,0,0,,0.0,
CV0003617,CMP003,C001855,1,0,0,0,,0.0,
CV0003618,CMP003,C000877,1,1,0,0,,0.0,
CV0003619,CMP003,C001835,1,0,0,0,,0.0,
CV0003620,CMP003,C001874,1,0,0,0,,0.0,
CV0003621,CMP003,C002790,1,0,0,0,,0.0,
CV0003622,CMP003,C000423,1,1,0,0,,0.0,
CV0003623,CMP003,C001453,1,1,1,0,,0.0,
CV0003624,CMP003,C002706,1,0,0,0,,0.0,
CV0003625,CMP003,C002697,1,0,0,0,,0.0,
CV0003626,CMP003,C002988,1,0,0,0,,0.0,
CV0003627,CMP003,C002146,1,1,0,0,,0.0,
CV0003628,CMP003,C001208,1,1,0,0,,0.0,
CV0003629,CMP003,C000298,1,1,0,0,,0.0,
CV0003630,CMP003,C001155,1,1,0,0,,0.0,
CV0003631,CMP003,C002672,1,1,0,0,,0.0,
CV0003632,CMP003,C002862,1,1,0,0,,0.0,
CV0003633,CMP003,C002075,1,0,0,0,,0.0,
CV0003634,CMP003,C001128,1,1,0,0,,0.0,
CV0003635,CMP003,C000856,1,1,1,0,,0.0,
CV0003636,CMP003,C002496,1,0,0,0,,0.0,
CV0003637,CMP003,C000887,1,0,0,0,,0.0,
CV0003638,CMP003,C000937,1,0,0,0,,0.0,
CV0003639,CMP003,C000166,1,1,0,0,,0.0,
CV0003640,CMP003,C003044,1,1,0,0,,0.0,
CV0003641,CMP003,C000609,1,0,0,0,,0.0,
CV0003642,CMP003,C001326,1,0,0,0,,0.0,
CV0003643,CMP003,C001903,1,1,1,1,2025-02-14,160.97,T0004601
CV0003644,CMP003,C000713,1,1,1,0,,0.0,
CV0003645,CMP003,C000356,1,1,0,0,,0.0,
CV0003646,CMP003,C002599,1,0,0,0,,0.0,
CV0003647,CMP003,C002921,1,0,0,0,,0.0,
CV0003648,CMP003,C001730,1,1,0,0,,0.0,
CV0003649,CMP003,C000716,1,1,0,0,,0.0,
CV0003650,CMP003,C002199,1,1,1,0,,0.0,
CV0003651,CMP003,C000701,1,1,0,0,,0.0,
CV0003652,CMP003,C002642,1,0,0,0,,0.0,
CV0003653,CMP003,C001727,1,1,0,0,,0.0,
CV0003654,CMP003,C000662,1,0,0,0,,0.0,
CV0003655,CMP003,C000350,1,1,0,0,,0.0,
CV0003656,CMP003,C001040,1,0,0,0,,0.0,
CV0003657,CMP003,C000176,1,1,0,0,,0.0,
CV0003658,CMP003,C001022,1,1,0,0,,0.0,
CV0003659,CMP003,C001578,1,0,0,0,,0.0,
CV0003660,CMP003,C001394,1,1,0,0,,0.0,
CV0003661,CMP003,C000540,1,0,0,0,,0.0,
CV0003662,CMP003,C002405,1,0,0,0,,0.0,
CV0003663,CMP003,C000473,1,1,0,0,,0.0,
CV0003664,CMP003,C002752,1,0,0,0,,0.0,
CV0003665,CMP003,C001591,1,1,1,0,,0.0,
CV0003666,CMP003,C002806,1,0,0,0,,0.0,
CV0003667,CMP003,C000159,1,1,0,0,,0.0,
CV0003668,CMP003,C000008,1,0,0,0,,0.0,
CV0003669,CMP003,C001890,1,0,0,0,,0.0,
CV0003670,CMP003,C001777,1,1,0,0,,0.0,
CV0003671,CMP003,C002966,1,0,0,0,,0.0,
CV0003672,CMP003,C001303,1,1,0,0,,0.0,
CV0003673,CMP003,C000039,1,1,0,0,,0.0,
CV0003674,CMP003,C003055,1,1,0,0,,0.0,
CV0003675,CMP003,C001234,1,0,0,0,,0.0,
CV0003676,CMP003,C000270,1,0,0,0,,0.0,
CV0003677,CMP003,C001728,1,0,0,0,,0.0,
CV0003678,CMP003,C000964,1,0,0,0,,0.0,
CV0003679,CMP003,C001568,1,0,0,0,,0.0,
CV0003680,CMP003,C000414,1,1,0,0,,0.0,
CV0003681,CMP003,C001402,1,0,0,0,,0.0,
CV0003682,CMP003,C002591,1,0,0,0,,0.0,
CV0003683,CMP003,C000654,1,1,1,0,,0.0,
CV0003684,CMP003,C001774,1,0,0,0,,0.0,
CV0003685,CMP003,C002930,1,1,0,0,,0.0,
CV0003686,CMP003,C000261,1,0,0,0,,0.0,
CV0003687,CMP003,C003081,1,0,0,0,,0.0,
CV0003688,CMP003,C000396,1,0,0,0,,0.0,
CV0003689,CMP003,C003095,1,0,0,0,,0.0,
CV0003690,CMP003,C002228,1,0,0,0,,0.0,
CV0003691,CMP003,C002919,1,1,0,0,,0.0,
CV0003692,CMP003,C002396,1,0,0,0,,0.0,
CV0003693,CMP003,C001583,1,1,0,0,,0.0,
CV0003694,CMP003,C000864,1,1,0,0,,0.0,
CV0003695,CMP003,C001393,1,1,0,0,,0.0,
CV0003696,CMP003,C001863,1,1,1,1,2025-02-23,127.53,T0003859
CV0003697,CMP003,C001779,1,1,0,0,,0.0,
CV0003698,CMP003,C000497,1,0,0,0,,0.0,
CV0003699,CMP003,C000753,1,1,0,0,,0.0,
CV0003700,CMP003,C003161,1,1,0,0,,0.0,
CV0003701,CMP003,C000711,1,1,0,0,,0.0,
CV0003702,CMP003,C001388,1,1,0,0,,0.0,
CV0003703,CMP003,C000535,1,1,0,0,,0.0,
CV0003704,CMP003,C001021,1,0,0,0,,0.0,
CV0003705,CMP003,C000588,1,0,0,0,,0.0,
CV0003706,CMP003,C002968,1,1,1,0,,0.0,
CV0003707,CMP003,C000242,1,0,0,0,,0.0,
CV0003708,CMP003,C003170,1,0,0,0,,0.0,
CV0003709,CMP003,C000680,1,0,0,0,,0.0,
CV0003710,CMP003,C002872,1,0,0,0,,0.0,
CV0003711,CMP003,C002683,1,0,0,0,,0.0,
CV0003712,CMP003,C000631,1,0,0,0,,0.0,
CV0003713,CMP003,C000113,1,1,1,0,,0.0,
CV0003714,CMP003,C003112,1,0,0,0,,0.0,
CV0003715,CMP003,C000100,1,0,0,0,,0.0,
CV0003716,CMP003,C001871,1,0,0,0,,0.0,
CV0003717,CMP003,C000833,1,1,0,0,,0.0,
CV0003718,CMP003,C001075,1,0,0,0,,0.0,
CV0003719,CMP003,C001674,1,1,0,0,,0.0,
CV0003720,CMP003,C000231,1,1,0,0,,0.0,
CV0003721,CMP003,C002999,1,0,0,0,,0.0,
CV0003722,CMP003,C001870,1,0,0,0,,0.0,
CV0003723,CMP003,C000258,1,1,1,0,,0.0,
CV0003724,CMP003,C002612,1,0,0,0,,0.0,
CV0003725,CMP003,C000494,1,0,0,0,,0.0,
CV0003726,CMP003,C000761,1,1,0,0,,0.0,
CV0003727,CMP003,C000633,1,0,0,0,,0.0,
CV0003728,CMP003,C000519,1,1,0,0,,0.0,
CV0003729,CMP003,C001692,1,0,0,0,,0.0,
CV0003730,CMP003,C001448,1,1,0,0,,0.0,
CV0003731,CMP003,C003164,1,0,0,0,,0.0,
CV0003732,CMP003,C002016,1,1,0,0,,0.0,
CV0003733,CMP003,C000081,1,1,0,0,,0.0,
CV0003734,CMP003,C002947,1,1,1,0,,0.0,
CV0003735,CMP003,C002707,1,0,0,0,,0.0,
CV0003736,CMP003,C003145,1,0,0,0,,0.0,
CV0003737,CMP003,C001294,1,0,0,0,,0.0,
CV0003738,CMP003,C003048,1,0,0,0,,0.0,
CV0003739,CMP003,C000938,1,1,0,0,,0.0,
CV0003740,CMP003,C002408,1,1,0,0,,0.0,
CV0003741,CMP003,C002901,1,0,0,0,,0.0,
CV0003742,CMP003,C000220,1,0,0,0,,0.0,
CV0003743,CMP003,C000466,1,1,0,0,,0.0,
CV0003744,CMP003,C002100,1,0,0,0,,0.0,
CV0003745,CMP003,C001121,1,0,0,0,,0.0,
CV0003746,CMP003,C002133,1,1,0,0,,0.0,
CV0003747,CMP003,C002870,1,0,0,0,,0.0,
CV0003748,CMP003,C002349,1,0,0,0,,0.0,
CV0003749,CMP003,C002105,1,1,0,0,,0.0,
CV0003750,CMP003,C002391,1,0,0,0,,0.0,
CV0003751,CMP003,C000818,1,0,0,0,,0.0,
CV0003752,CMP003,C001340,1,0,0,0,,0.0,
CV0003753,CMP003,C001961,1,0,0,0,,0.0,
CV0003754,CMP003,C001082,1,1,1,1,2025-03-05,118.18,T0008071
CV0003755,CMP003,C001011,1,1,0,0,,0.0,
CV0003756,CMP003,C003173,1,1,0,0,,0.0,
CV0003757,CMP003,C000244,1,0,0,0,,0.0,
CV0003758,CMP003,C002773,1,1,0,0,,0.0,
CV0003759,CMP003,C002582,1,1,0,0,,0.0,
CV0003760,CMP003,C001958,1,1,0,0,,0.0,
CV0003761,CMP003,C002769,1,0,0,0,,0.0,
CV0003762,CMP003,C000104,1,1,0,0,,0.0,
CV0003763,CMP003,C000563,1,0,0,0,,0.0,
CV0003764,CMP003,C001541,1,1,0,0,,0.0,
CV0003765,CMP003,C001083,1,0,0,0,,0.0,
CV0003766,CMP003,C001691,1,0,0,0,,0.0,
CV0003767,CMP003,C001440,1,1,0,0,,0.0,
CV0003768,CMP003,C002423,1,1,0,0,,0.0,
CV0003769,CMP003,C002529,1,0,0,0,,0.0,
CV0003770,CMP003,C002619,1,1,1,0,,0.0,
CV0003771,CMP003,C001414,1,1,0,0,,0.0,
CV0003772,CMP003,C000255,1,1,0,0,,0.0,
CV0003773,CMP003,C001974,1,0,0,0,,0.0,
CV0003774,CMP003,C002785,1,0,0,0,,0.0,
CV0003775,CMP003,C001539,1,1,1,0,,0.0,
CV0003776,CMP003,C001773,1,1,1,1,2025-03-08,32.27,T0016107
CV0003777,CMP003,C002066,1,0,0,0,,0.0,
CV0003778,CMP003,C000237,1,1,1,0,,0.0,
CV0003779,CMP003,C000386,1,1,0,0,,0.0,
CV0003780,CMP003,C000647,1,0,0,0,,0.0,
CV0003781,CMP003,C003071,1,0,0,0,,0.0,
CV0003782,CMP003,C000230,1,1,1,0,,0.0,
CV0003783,CMP003,C000212,1,1,0,0,,0.0,
CV0003784,CMP003,C001506,1,1,0,0,,0.0,
CV0003785,CMP003,C000542,1,0,0,0,,0.0,
CV0003786,CMP003,C000923,1,1,0,0,,0.0,
CV0003787,CMP003,C000594,1,0,0,0,,0.0,
CV0003788,CMP003,C003121,1,1,0,0,,0.0,
CV0003789,CMP003,C001293,1,1,0,0,,0.0,
CV0003790,CMP003,C001079,1,0,0,0,,0.0,
CV0003791,CMP003,C001144,1,0,0,0,,0.0,
CV0003792,CMP003,C002992,1,0,0,0,,0.0,
CV0003793,CMP003,C002115,1,0,0,0,,0.0,
CV0003794,CMP003,C000961,1,0,0,0,,0.0,
CV0003795,CMP003,C000341,1,0,0,0,,0.0,
CV0003796,CMP003,C000608,1,0,0,0,,0.0,
CV0003797,CMP003,C002365,1,0,0,0,,0.0,
CV0003798,CMP003,C001232,1,1,0,0,,0.0,
CV0003799,CMP003,C000051,1,0,0,0,,0.0,
CV0003800,CMP003,C001479,1,1,1,0,,0.0,
CV0003801,CMP003,C001108,1,1,0,0,,0.0,
CV0003802,CMP003,C002132,1,1,0,0,,0.0,
CV0003803,CMP003,C002853,1,0,0,0,,0.0,
CV0003804,CMP003,C001792,1,0,0,0,,0.0,
CV0003805,CMP003,C003111,1,1,1,0,,0.0,
CV0003806,CMP003,C003080,1,0,0,0,,0.0,
CV0003807,CMP003,C000676,1,0,0,0,,0.0,
CV0003808,CMP003,C002407,1,0,0,0,,0.0,
CV0003809,CMP003,C002626,1,0,0,0,,0.0,
CV0003810,CMP003,C001577,1,0,0,0,,0.0,
CV0003811,CMP003,C000370,1,0,0,0,,0.0,
CV0003812,CMP003,C003134,1,0,0,0,,0.0,
CV0003813,CMP003,C002494,1,1,1,0,,0.0,
CV0003814,CMP003,C002275,1,1,0,0,,0.0,
CV0003815,CMP003,C001245,1,1,0,0,,0.0,
CV0003816,CMP003,C000613,1,1,0,0,,0.0,
CV0003817,CMP003,C002597,1,1,1,0,,0.0,
CV0003818,CMP003,C001472,1,0,0,0,,0.0,
CV0003819,CMP003,C001917,1,0,0,0,,0.0,
CV0003820,CMP003,C002995,1,1,0,0,,0.0,
CV0003821,CMP003,C001146,1,1,0,0,,0.0,
CV0003822,CMP003,C000660,1,0,0,0,,0.0,
CV0003823,CMP003,C000934,1,1,1,1,2025-02-15,387.3,T0004747
CV0003824,CMP003,C002326,1,1,0,0,,0.0,
CV0003825,CMP003,C000083,1,1,0,0,,0.0,
CV0003826,CMP003,C000137,1,1,0,0,,0.0,
CV0003827,CMP003,C001765,1,1,0,0,,0.0,
CV0003828,CMP003,C001112,1,0,0,0,,0.0,
CV0003829,CMP003,C001617,1,1,0,0,,0.0,
CV0003830,CMP003,C002896,1,0,0,0,,0.0,
CV0003831,CMP003,C000472,1,1,0,0,,0.0,
CV0003832,CMP003,C003105,1,1,0,0,,0.0,
CV0003833,CMP003,C002839,1,0,0,0,,0.0,
CV0003834,CMP003,C000173,1,0,0,0,,0.0,
CV0003835,CMP003,C002126,1,0,0,0,,0.0,
CV0003836,CMP003,C000233,1,0,0,0,,0.0,
CV0003837,CMP003,C002315,1,0,0,0,,0.0,
CV0003838,CMP003,C001289,1,1,0,0,,0.0,
CV0003839,CMP003,C002758,1,1,0,0,,0.0,
CV0003840,CMP003,C000094,1,0,0,0,,0.0,
CV0003841,CMP003,C000245,1,0,0,0,,0.0,
CV0003842,CMP003,C002633,1,0,0,0,,0.0,
CV0003843,CMP003,C002047,1,1,0,0,,0.0,
CV0003844,CMP003,C002960,1,0,0,0,,0.0,
CV0003845,CMP003,C002333,1,1,0,0,,0.0,
CV0003846,CMP003,C000879,1,0,0,0,,0.0,
CV0003847,CMP003,C001167,1,0,0,0,,0.0,
CV0003848,CMP003,C003023,1,0,0,0,,0.0,
CV0003849,CMP003,C001586,1,0,0,0,,0.0,
CV0003850,CMP003,C002357,1,1,0,0,,0.0,
CV0003851,CMP003,C003029,1,0,0,0,,0.0,
CV0003852,CMP003,C002547,1,0,0,0,,0.0,
CV0003853,CMP003,C000228,1,0,0,0,,0.0,
CV0003854,CMP003,C001901,1,0,0,0,,0.0,
CV0003855,CMP003,C001537,1,1,0,0,,0.0,
CV0003856,CMP003,C001430,1,1,0,0,,0.0,
CV0003857,CMP003,C000703,1,0,0,0,,0.0,
CV0003858,CMP003,C000799,1,0,0,0,,0.0,
CV0003859,CMP003,C002630,1,0,0,0,,0.0,
CV0003860,CMP003,C001649,1,1,0,0,,0.0,
CV0003861,CMP003,C002221,1,0,0,0,,0.0,
CV0003862,CMP003,C000582,1,0,0,0,,0.0,
CV0003863,CMP003,C002390,1,0,0,0,,0.0,
CV0003864,CMP003,C000624,1,1,1,0,,0.0,
CV0003865,CMP003,C001886,1,0,0,0,,0.0,
CV0003866,CMP003,C001746,1,0,0,0,,0.0,
CV0003867,CMP003,C001910,1,0,0,0,,0.0,
CV0003868,CMP003,C002810,1,1,0,0,,0.0,
CV0003869,CMP003,C001922,1,0,0,0,,0.0,
CV0003870,CMP003,C003006,1,0,0,0,,0.0,
CV0003871,CMP003,C000618,1,1,0,0,,0.0,
CV0003872,CMP003,C001031,1,1,1,1,2025-02-14,124.85,T0018775
CV0003873,CMP003,C001127,1,0,0,0,,0.0,
CV0003874,CMP003,C000179,1,0,0,0,,0.0,
CV0003875,CMP003,C001711,1,1,1,1,2025-03-03,352.0,T0000530
CV0003876,CMP003,C000409,1,1,0,0,,0.0,
CV0003877,CMP003,C001684,1,0,0,0,,0.0,
CV0003878,CMP003,C002389,1,1,0,0,,0.0,
CV0003879,CMP003,C002888,1,1,1,0,,0.0,
CV0003880,CMP003,C002585,1,1,0,0,,0.0,
CV0003881,CMP003,C000480,1,1,0,0,,0.0,
CV0003882,CMP003,C002952,1,0,0,0,,0.0,
CV0003883,CMP003,C000617,1,1,0,0,,0.0,
CV0003884,CMP003,C002485,1,1,0,0,,0.0,
CV0003885,CMP003,C001037,1,1,0,0,,0.0,
CV0003886,CMP003,C001553,1,0,0,0,,0.0,
CV0003887,CMP003,C000611,1,0,0,0,,0.0,
CV0003888,CMP003,C001535,1,1,0,0,,0.0,
CV0003889,CMP003,C002339,1,0,0,0,,0.0,
CV0003890,CMP003,C000280,1,1,0,0,,0.0,
CV0003891,CMP003,C002060,1,0,0,0,,0.0,
CV0003892,CMP003,C001413,1,1,1,0,,0.0,
CV0003893,CMP003,C001410,1,1,0,0,,0.0,
CV0003894,CMP003,C000725,1,1,0,0,,0.0,
CV0003895,CMP003,C001093,1,1,0,0,,0.0,
CV0003896,CMP003,C002436,1,1,0,0,,0.0,
CV0003897,CMP003,C000972,1,0,0,0,,0.0,
CV0003898,CMP003,C000317,1,0,0,0,,0.0,
CV0003899,CMP003,C001140,1,1,0,0,,0.0,
CV0003900,CMP003,C002782,1,0,0,0,,0.0,
CV0003901,CMP003,C002088,1,1,1,0,,0.0,
CV0003902,CMP003,C002647,1,1,0,0,,0.0,
CV0003903,CMP003,C002438,1,1,0,0,,0.0,
CV0003904,CMP003,C002793,1,0,0,0,,0.0,
CV0003905,CMP003,C001380,1,1,0,0,,0.0,
CV0003906,CMP003,C002608,1,1,0,0,,0.0,
CV0003907,CMP003,C001299,1,0,0,0,,0.0,
CV0003908,CMP003,C003002,1,0,0,0,,0.0,
CV0003909,CMP003,C003022,1,1,0,0,,0.0,
CV0003910,CMP003,C001969,1,0,0,0,,0.0,
CV0003911,CMP003,C002603,1,0,0,0,,0.0,
CV0003912,CMP003,C000560,1,0,0,0,,0.0,
CV0003913,CMP003,C002681,1,0,0,0,,0.0,
CV0003914,CMP003,C001371,1,1,0,0,,0.0,
CV0003915,CMP003,C003057,1,1,0,0,,0.0,
CV0003916,CMP003,C001850,1,0,0,0,,0.0,
CV0003917,CMP003,C003069,1,1,0,0,,0.0,
CV0003918,CMP003,C000163,1,1,0,0,,0.0,
CV0003919,CMP003,C002846,1,0,0,0,,0.0,
CV0003920,CMP003,C001223,1,0,0,0,,0.0,
CV0003921,CMP003,C002776,1,0,0,0,,0.0,
CV0003922,CMP003,C002792,1,0,0,0,,0.0,
CV0003923,CMP003,C001258,1,1,1,0,,0.0,
CV0003924,CMP003,C001498,1,0,0,0,,0.0,
CV0003925,CMP003,C000712,1,1,1,1,2025-02-17,367.86,T0023370
CV0003926,CMP003,C001090,1,1,0,0,,0.0,
CV0003927,CMP003,C000970,1,0,0,0,,0.0,
CV0003928,CMP003,C001593,1,1,1,0,,0.0,
CV0003929,CMP003,C001745,1,0,0,0,,0.0,
CV0003930,CMP003,C002067,1,1,0,0,,0.0,
CV0003931,CMP003,C001932,1,0,0,0,,0.0,
CV0003932,CMP003,C001273,1,1,0,0,,0.0,
CV0003933,CMP003,C001875,1,0,0,0,,0.0,
CV0003934,CMP003,C000196,1,1,0,0,,0.0,
CV0003935,CMP003,C000973,1,1,0,0,,0.0,
CV0003936,CMP003,C000587,1,1,1,0,,0.0,
CV0003937,CMP003,C002847,1,0,0,0,,0.0,
CV0003938,CMP003,C002824,1,0,0,0,,0.0,
CV0003939,CMP003,C002398,1,0,0,0,,0.0,
CV0003940,CMP003,C002593,1,0,0,0,,0.0,
CV0003941,CMP003,C000342,1,0,0,0,,0.0,
CV0003942,CMP003,C001768,1,1,0,0,,0.0,
CV0003943,CMP003,C000800,1,1,0,0,,0.0,
CV0003944,CMP003,C002541,1,1,0,0,,0.0,
CV0003945,CMP003,C002710,1,1,0,0,,0.0,
CV0003946,CMP003,C000421,1,0,0,0,,0.0,
CV0003947,CMP003,C003015,1,0,0,0,,0.0,
CV0003948,CMP003,C002256,1,1,0,0,,0.0,
CV0003949,CMP003,C000940,1,0,0,0,,0.0,
CV0003950,CMP003,C002611,1,1,0,0,,0.0,
CV0003951,CMP003,C000626,1,0,0,0,,0.0,
CV0003952,CMP003,C000402,1,0,0,0,,0.0,
CV0003953,CMP003,C000948,1,1,0,0,,0.0,
CV0003954,CMP003,C002987,1,0,0,0,,0.0,
CV0003955,CMP003,C001106,1,1,0,0,,0.0,
CV0003956,CMP003,C003165,1,1,0,0,,0.0,
CV0003957,CMP003,C002045,1,1,0,0,,0.0,
CV0003958,CMP003,C000031,1,1,1,1,2025-02-13,136.94,T0021769
CV0003959,CMP003,C001525,1,1,1,1,2025-02-21,116.23,T0000368
CV0003960,CMP003,C002894,1,1,0,0,,0.0,
CV0003961,CMP003,C000164,1,1,0,0,,0.0,
CV0003962,CMP003,C000946,1,1,1,0,,0.0,
CV0003963,CMP003,C002446,1,1,0,0,,0.0,
CV0003964,CMP003,C000677,1,1,0,0,,0.0,
CV0003965,CMP003,C002044,1,1,0,0,,0.0,
CV0003966,CMP003,C002269,1,1,0,0,,0.0,
CV0003967,CMP003,C000552,1,1,0,0,,0.0,
CV0003968,CMP003,C001558,1,1,0,0,,0.0,
CV0003969,CMP003,C002984,1,1,0,0,,0.0,
CV0003970,CMP003,C000391,1,0,0,0,,0.0,
CV0003971,CMP003,C002734,1,0,0,0,,0.0,
CV0003972,CMP003,C002467,1,1,0,0,,0.0,
CV0003973,CMP003,C002328,1,1,1,1,2025-03-08,95.75,T0001447
CV0003974,CMP003,C001833,1,0,0,0,,0.0,
CV0003975,CMP003,C002084,1,1,0,0,,0.0,
CV0003976,CMP003,C001672,1,1,0,0,,0.0,
CV0003977,CMP003,C000835,1,1,1,0,,0.0,
CV0003978,CMP003,C001080,1,1,0,0,,0.0,
CV0003979,CMP003,C002867,1,1,1,0,,0.0,
CV0003980,CMP003,C000741,1,1,0,0,,0.0,
CV0003981,CMP003,C000700,1,1,0,0,,0.0,
CV0003982,CMP003,C002708,1,0,0,0,,0.0,
CV0003983,CMP003,C002625,1,0,0,0,,0.0,
CV0003984,CMP003,C002738,1,0,0,0,,0.0,
CV0003985,CMP003,C002916,1,0,0,0,,0.0,
CV0003986,CMP003,C000444,1,0,0,0,,0.0,
CV0003987,CMP003,C001556,1,1,0,0,,0.0,
CV0003988,CMP003,C000026,1,1,0,0,,0.0,
CV0003989,CMP003,C003045,1,0,0,0,,0.0,
CV0003990,CMP003,C002656,1,1,0,0,,0.0,
CV0003991,CMP003,C002081,1,0,0,0,,0.0,
CV0003992,CMP003,C002203,1,1,0,0,,0.0,
CV0003993,CMP003,C001709,1,0,0,0,,0.0,
CV0003994,CMP003,C002702,1,1,0,0,,0.0,
CV0003995,CMP003,C003049,1,1,0,0,,0.0,
CV0003996,CMP003,C001085,1,1,0,0,,0.0,
CV0003997,CMP003,C002753,1,0,0,0,,0.0,
CV0003998,CMP003,C001967,1,0,0,0,,0.0,
CV0003999,CMP003,C001424,1,0,0,0,,0.0,
CV0004000,CMP003,C001546,1,0,0,0,,0.0,
CV0004001,CMP003,C002622,1,1,0,0,,0.0,
CV0004002,CMP003,C002892,1,0,0,0,,0.0,
CV0004003,CMP003,C001221,1,0,0,0,,0.0,
CV0004004,CMP003,C001743,1,0,0,0,,0.0,
CV0004005,CMP003,C000299,1,0,0,0,,0.0,
CV0004006,CMP003,C002461,1,1,0,0,,0.0,
CV0004007,CMP003,C000505,1,1,1,0,,0.0,
CV0004008,CMP003,C002522,1,0,0,0,,0.0,
CV0004009,CMP003,C001200,1,0,0,0,,0.0,
CV0004010,CMP003,C002099,1,0,0,0,,0.0,
CV0004011,CMP003,C002837,1,1,0,0,,0.0,
CV0004012,CMP003,C002506,1,0,0,0,,0.0,
CV0004013,CMP003,C003009,1,1,0,0,,0.0,
CV0004014,CMP003,C002374,1,0,0,0,,0.0,
CV0004015,CMP003,C000922,1,1,0,0,,0.0,
CV0004016,CMP003,C001751,1,0,0,0,,0.0,
CV0004017,CMP003,C000919,1,1,0,0,,0.0,
CV0004018,CMP003,C003042,1,0,0,0,,0.0,
CV0004019,CMP003,C001287,1,1,0,0,,0.0,
CV0004020,CMP003,C002313,1,0,0,0,,0.0,
CV0004021,CMP003,C003085,1,0,0,0,,0.0,
CV0004022,CMP003,C001466,1,0,0,0,,0.0,
CV0004023,CMP003,C001679,1,0,0,0,,0.0,
CV0004024,CMP003,C002869,1,1,0,0,,0.0,
CV0004025,CMP003,C001057,1,1,0,0,,0.0,
CV0004026,CMP003,C001801,1,1,1,0,,0.0,
CV0004027,CMP003,C000248,1,0,0,0,,0.0,
CV0004028,CMP003,C000322,1,1,0,0,,0.0,
CV0004029,CMP003,C000412,1,0,0,0,,0.0,
CV0004030,CMP003,C002943,1,0,0,0,,0.0,
CV0004031,CMP003,C001825,1,0,0,0,,0.0,
CV0004032,CMP003,C000674,1,0,0,0,,0.0,
CV0004033,CMP003,C001668,1,1,0,0,,0.0,
CV0004034,CMP003,C003101,1,0,0,0,,0.0,
CV0004035,CMP003,C002935,1,1,0,0,,0.0,
CV0004036,CMP003,C001436,1,1,1,1,2025-02-10,52.67,T0004478
CV0004037,CMP003,C001178,1,0,0,0,,0.0,
CV0004038,CMP003,C002224,1,1,0,0,,0.0,
CV0004039,CMP003,C001409,1,0,0,0,,0.0,
CV0004040,CMP003,C002715,1,0,0,0,,0.0,
CV0004041,CMP003,C000744,1,1,0,0,,0.0,
CV0004042,CMP003,C000653,1,0,0,0,,0.0,
CV0004043,CMP003,C001134,1,0,0,0,,0.0,
CV0004044,CMP003,C002428,1,1,0,0,,0.0,
CV0004045,CMP003,C000307,1,0,0,0,,0.0,
CV0004046,CMP003,C001630,1,1,0,0,,0.0,
CV0004047,CMP003,C002895,1,0,0,0,,0.0,
CV0004048,CMP003,C001913,1,1,0,0,,0.0,
CV0004049,CMP003,C000461,1,0,0,0,,0.0,
CV0004050,CMP003,C000379,1,1,1,0,,0.0,
CV0004051,CMP003,C001330,1,1,0,0,,0.0,
CV0004052,CMP003,C001507,1,0,0,0,,0.0,
CV0004053,CMP003,C002900,1,1,0,0,,0.0,
CV0004054,CMP003,C001476,1,1,1,0,,0.0,
CV0004055,CMP003,C001786,1,1,1,0,,0.0,
CV0004056,CMP003,C001854,1,0,0,0,,0.0,
CV0004057,CMP003,C001724,1,1,0,0,,0.0,
CV0004058,CMP003,C002505,1,1,0,0,,0.0,
CV0004059,CMP003,C001956,1,0,0,0,,0.0,
CV0004060,CMP003,C002860,1,1,0,0,,0.0,
CV0004061,CMP003,C003135,1,1,0,0,,0.0,
CV0004062,CMP003,C001804,1,1,1,0,,0.0,
CV0004063,CMP003,C000301,1,1,1,0,,0.0,
CV0004064,CMP003,C001185,1,0,0,0,,0.0,
CV0004065,CMP003,C001004,1,0,0,0,,0.0,
CV0004066,CMP003,C002271,1,0,0,0,,0.0,
