attendance_id,ticket_id,match_id,customer_id,tickets_issued,tickets_scanned,scan_timestamp,entry_gate,attendance_status
A0006350,T0006350,M006,C002726,10,8,2025-05-10 19:08:00,West Gate,Partial Scan
A0006351,T0006351,M006,C000467,2,2,2025-05-10 19:09:00,North Gate,Full Scan
A0006352,T0006352,M006,C001630,1,1,2025-05-10 19:11:00,North Gate,Full Scan
A0006353,T0006353,M006,C000352,2,1,2025-05-10 18:58:00,North Gate,Partial Scan
A0006354,T0006354,M006,C001008,2,2,2025-05-10 18:44:00,East Gate,Full Scan
A0006355,T0006355,M006,C002873,2,2,2025-05-10 18:55:00,West Gate,Full Scan
A0006356,T0006356,M006,C003107,2,1,2025-05-10 18:59:00,North Gate,Partial Scan
A0006357,T0006357,M006,C001823,2,2,2025-05-10 18:28:00,West Gate,Full Scan
A0006358,T0006358,M006,C002657,2,2,2025-05-10 18:55:00,East Gate,Full Scan
A0006359,T0006359,M006,C000526,1,1,2025-05-10 18:13:00,East Gate,Full Scan
A0006360,T0006360,M006,C002405,3,3,2025-05-10 19:01:00,East Gate,Full Scan
A0006361,T0006361,M006,C000017,3,3,2025-05-10 19:12:00,East Gate,Full Scan
A0006362,T0006362,M006,C002674,2,2,2025-05-10 19:12:00,East Gate,Full Scan
A0006363,T0006363,M006,C003193,2,2,2025-05-10 19:00:00,West Gate,Full Scan
A0006364,T0006364,M006,C001373,2,2,2025-05-10 19:01:00,West Gate,Full Scan
A0006365,T0006365,M006,C001494,1,1,2025-05-10 19:00:00,West Gate,Full Scan
A0006366,T0006366,M006,C001778,2,1,2025-05-10 19:14:00,North Gate,Partial Scan
A0006367,T0006367,M006,C002332,2,1,2025-05-10 18:55:00,West Gate,Partial Scan
A0006368,T0006368,M006,C000559,1,1,2025-05-10 19:06:00,West Gate,Full Scan
A0006369,T0006369,M006,C000989,3,2,2025-05-10 19:04:00,North Gate,Partial Scan
A0006370,T0006370,M006,C000927,2,2,2025-05-10 18:59:00,West Gate,Full Scan
A0006371,T0006371,M006,C002641,4,4,2025-05-10 18:31:00,North Gate,Full Scan
A0006372,T0006372,M006,C001971,4,4,2025-05-10 18:53:00,North Gate,Full Scan
A0006373,T0006373,M006,C000514,2,1,2025-05-10 18:50:00,East Gate,Partial Scan
A0006374,T0006374,M006,C001621,1,1,2025-05-10 18:46:00,Premium Entrance,Full Scan
A0006375,T0006375,M006,C000803,1,1,2025-05-10 18:39:00,East Gate,Full Scan
A0006376,T0006376,M006,C000553,3,3,2025-05-10 18:56:00,North Gate,Full Scan
A0006377,T0006377,M006,C002943,1,1,2025-05-10 18:57:00,West Gate,Full Scan
A0006378,T0006378,M006,C003149,10,8,2025-05-10 18:24:00,North Gate,Partial Scan
A0006379,T0006379,M006,C003190,2,2,2025-05-10 18:41:00,East Gate,Full Scan
A0006380,T0006380,M006,C000053,2,1,2025-05-10 18:04:00,West Gate,Partial Scan
A0006381,T0006381,M006,C003028,2,2,2025-05-10 18:56:00,West Gate,Full Scan
A0006382,T0006382,M006,C001416,3,2,2025-05-10 18:18:00,West Gate,Partial Scan
A0006383,T0006383,M006,C001318,2,2,2025-05-10 19:08:00,West Gate,Full Scan
A0006384,T0006384,M006,C002322,1,0,,East Gate,No Show
A0006385,T0006385,M006,C003186,2,2,2025-05-10 18:39:00,East Gate,Full Scan
A0006386,T0006386,M006,C002563,2,2,2025-05-10 18:58:00,North Gate,Full Scan
A0006387,T0006387,M006,C003097,2,2,2025-05-10 19:14:00,East Gate,Full Scan
A0006388,T0006388,M006,C000692,1,1,2025-05-10 19:19:00,East Gate,Full Scan
A0006389,T0006389,M006,C001566,1,1,2025-05-10 19:27:00,West Gate,Full Scan
A0006390,T0006390,M006,C002727,16,14,2025-05-10 18:52:00,North Gate,Partial Scan
A0006391,T0006391,M006,C000025,25,19,2025-05-10 18:57:00,North Gate,Partial Scan
A0006392,T0006392,M006,C002408,2,2,2025-05-10 18:51:00,West Gate,Full Scan
A0006393,T0006393,M006,C001228,2,2,2025-05-10 18:35:00,West Gate,Full Scan
A0006394,T0006394,M006,C001362,1,1,2025-05-10 18:28:00,Premium Entrance,Full Scan
A0006395,T0006395,M006,C001032,1,1,2025-05-10 18:57:00,North Gate,Full Scan
A0006396,T0006396,M006,C002702,2,2,2025-05-10 19:01:00,West Gate,Full Scan
A0006397,T0006397,M006,C001672,1,0,,North Gate,No Show
A0006398,T0006398,M006,C000015,3,3,2025-05-10 18:50:00,West Gate,Full Scan
A0006399,T0006399,M006,C001810,1,1,2025-05-10 19:17:00,North Gate,Full Scan
A0006400,T0006400,M006,C001086,1,1,2025-05-10 18:43:00,East Gate,Full Scan
A0006401,T0006401,M006,C001826,1,0,,West Gate,No Show
A0006402,T0006402,M006,C001789,4,2,2025-05-10 19:13:00,West Gate,Partial Scan
A0006403,T0006403,M006,C001458,2,1,2025-05-10 18:34:00,North Gate,Partial Scan
A0006404,T0006404,M006,C002771,2,2,2025-05-10 19:03:00,West Gate,Full Scan
A0006405,T0006405,M006,C001452,2,2,2025-05-10 19:00:00,East Gate,Full Scan
A0006406,T0006406,M006,C000202,2,2,2025-05-10 18:57:00,East Gate,Full Scan
A0006407,T0006407,M006,C002066,2,2,2025-05-10 18:44:00,North Gate,Full Scan
A0006408,T0006408,M006,C001710,1,1,2025-05-10 19:15:00,East Gate,Full Scan
A0006409,T0006409,M006,C001709,2,2,2025-05-10 18:58:00,North Gate,Full Scan
A0006410,T0006410,M006,C002953,1,1,2025-05-10 19:03:00,West Gate,Full Scan
A0006411,T0006411,M006,C002922,4,4,2025-05-10 18:58:00,West Gate,Full Scan
A0006412,T0006412,M006,C001460,2,2,2025-05-10 18:58:00,North Gate,Full Scan
A0006413,T0006413,M006,C000271,3,3,2025-05-10 19:04:00,West Gate,Full Scan
A0006414,T0006414,M006,C002709,2,2,2025-05-10 19:13:00,West Gate,Full Scan
A0006415,T0006415,M006,C000488,2,1,2025-05-10 18:51:00,West Gate,Partial Scan
A0006416,T0006416,M006,C001114,20,13,2025-05-10 19:01:00,North Gate,Partial Scan
A0006417,T0006417,M006,C000990,4,4,2025-05-10 19:02:00,North Gate,Full Scan
A0006418,T0006418,M006,C000443,16,15,2025-05-10 19:09:00,West Gate,Partial Scan
A0006419,T0006419,M006,C001640,1,1,2025-05-10 18:59:00,Premium Entrance,Full Scan
A0006420,T0006420,M006,C002512,2,2,2025-05-10 18:27:00,North Gate,Full Scan
A0006421,T0006421,M006,C002353,1,1,2025-05-10 18:36:00,East Gate,Full Scan
A0006422,T0006422,M006,C003135,2,1,2025-05-10 19:27:00,East Gate,Partial Scan
A0006423,T0006423,M006,C001379,1,0,,East Gate,No Show
A0006424,T0006424,M006,C000438,2,1,2025-05-10 19:00:00,Premium Entrance,Partial Scan
A0006425,T0006425,M006,C002218,2,1,2025-05-10 19:24:00,East Gate,Partial Scan
A0006426,T0006426,M006,C002171,3,2,2025-05-10 19:04:00,West Gate,Partial Scan
A0006427,T0006427,M006,C002711,1,1,2025-05-10 19:22:00,West Gate,Full Scan
A0006428,T0006428,M006,C002047,1,1,2025-05-10 18:38:00,West Gate,Full Scan
A0006429,T0006429,M006,C000535,30,26,2025-05-10 18:57:00,North Gate,Partial Scan
A0006430,T0006430,M006,C001118,2,0,,East Gate,No Show
A0006431,T0006431,M006,C001099,1,1,2025-05-10 19:09:00,North Gate,Full Scan
A0006432,T0006432,M006,C001751,2,2,2025-05-10 18:58:00,East Gate,Full Scan
A0006433,T0006433,M006,C003035,2,2,2025-05-10 18:54:00,North Gate,Full Scan
A0006434,T0006434,M006,C002736,4,3,2025-05-10 18:52:00,Premium Entrance,Partial Scan
A0006435,T0006435,M006,C000283,1,1,2025-05-10 19:07:00,East Gate,Full Scan
A0006436,T0006436,M006,C000147,2,2,2025-05-10 18:57:00,Premium Entrance,Full Scan
A0006437,T0006437,M006,C001906,3,3,2025-05-10 19:27:00,West Gate,Full Scan
A0006438,T0006438,M006,C002795,1,1,2025-05-10 18:55:00,East Gate,Full Scan
A0006439,T0006439,M006,C000685,3,3,2025-05-10 18:28:00,West Gate,Full Scan
A0006440,T0006440,M006,C001533,10,8,2025-05-10 18:25:00,West Gate,Partial Scan
A0006441,T0006441,M006,C003062,1,1,2025-05-10 19:07:00,Premium Entrance,Full Scan
A0006442,T0006442,M006,C002653,1,1,2025-05-10 18:29:00,North Gate,Full Scan
A0006443,T0006443,M006,C001800,2,2,2025-05-10 18:13:00,West Gate,Full Scan
A0006444,T0006444,M006,C002602,6,5,2025-05-10 19:09:00,North Gate,Partial Scan
A0006445,T0006445,M006,C000028,4,3,2025-05-10 18:17:00,West Gate,Partial Scan
A0006446,T0006446,M006,C002233,3,2,2025-05-10 18:58:00,West Gate,Partial Scan
A0006447,T0006447,M006,C003077,4,4,2025-05-10 18:33:00,East Gate,Full Scan
A0006448,T0006448,M006,C002877,2,2,2025-05-10 19:17:00,North Gate,Full Scan
A0006449,T0006449,M006,C001907,2,2,2025-05-10 18:34:00,North Gate,Full Scan
A0006450,T0006450,M006,C001207,2,1,2025-05-10 19:00:00,North Gate,Partial Scan
A0006451,T0006451,M006,C000247,3,2,2025-05-10 19:27:00,East Gate,Partial Scan
A0006452,T0006452,M006,C002507,2,2,2025-05-10 18:55:00,Premium Entrance,Full Scan
A0006453,T0006453,M006,C001146,3,3,2025-05-10 18:59:00,North Gate,Full Scan
A0006454,T0006454,M006,C000880,4,3,2025-05-10 19:14:00,North Gate,Partial Scan
A0006455,T0006455,M006,C002456,2,2,2025-05-10 18:59:00,East Gate,Full Scan
A0006456,T0006456,M006,C000683,8,8,2025-05-10 18:43:00,West Gate,Full Scan
A0006457,T0006457,M006,C001258,1,1,2025-05-10 18:59:00,West Gate,Full Scan
A0006458,T0006458,M006,C002231,1,1,2025-05-10 19:24:00,North Gate,Full Scan
A0006459,T0006459,M006,C001874,1,0,,East Gate,No Show
A0006460,T0006460,M006,C000445,2,2,2025-05-10 19:00:00,West Gate,Full Scan
A0006461,T0006461,M006,C002372,1,1,2025-05-10 18:53:00,Premium Entrance,Full Scan
A0006462,T0006462,M006,C000942,1,1,2025-05-10 18:43:00,East Gate,Full Scan
A0006463,T0006463,M006,C002770,3,3,2025-05-10 19:14:00,West Gate,Full Scan
A0006464,T0006464,M006,C000031,1,0,,Premium Entrance,No Show
A0006465,T0006465,M006,C000367,2,2,2025-05-10 19:16:00,East Gate,Full Scan
A0006466,T0006466,M006,C000140,2,2,2025-05-10 19:26:00,Premium Entrance,Full Scan
A0006467,T0006467,M006,C001326,1,1,2025-05-10 18:41:00,Premium Entrance,Full Scan
A0006468,T0006468,M006,C001938,2,0,,North Gate,No Show
A0006469,T0006469,M006,C001668,2,1,2025-05-10 19:04:00,North Gate,Partial Scan
A0006470,T0006470,M006,C002510,2,2,2025-05-10 18:50:00,North Gate,Full Scan
A0006471,T0006471,M006,C001794,1,1,2025-05-10 19:27:00,North Gate,Full Scan
A0006472,T0006472,M006,C002306,2,2,2025-05-10 18:54:00,Premium Entrance,Full Scan
A0006473,T0006473,M006,C002426,2,2,2025-05-10 19:10:00,Premium Entrance,Full Scan
A0006474,T0006474,M006,C000380,1,1,2025-05-10 18:56:00,Premium Entrance,Full Scan
A0006475,T0006475,M006,C001614,2,1,2025-05-10 18:40:00,Premium Entrance,Partial Scan
A0006476,T0006476,M006,C002924,1,1,2025-05-10 18:50:00,West Gate,Full Scan
A0006477,T0006477,M006,C001835,2,2,2025-05-10 18:43:00,North Gate,Full Scan
A0006478,T0006478,M006,C002911,2,2,2025-05-10 19:03:00,West Gate,Full Scan
A0006479,T0006479,M006,C000723,1,1,2025-05-10 18:56:00,West Gate,Full Scan
A0006480,T0006480,M006,C002261,2,2,2025-05-10 18:48:00,Premium Entrance,Full Scan
A0006481,T0006481,M006,C001682,2,2,2025-05-10 18:45:00,West Gate,Full Scan
A0006482,T0006482,M006,C000801,3,3,2025-05-10 18:51:00,North Gate,Full Scan
A0006483,T0006483,M006,C002295,3,3,2025-05-10 18:48:00,East Gate,Full Scan
A0006484,T0006484,M006,C003046,2,2,2025-05-10 18:56:00,West Gate,Full Scan
A0006485,T0006485,M006,C002131,1,1,2025-05-10 19:13:00,North Gate,Full Scan
A0006486,T0006486,M006,C001697,4,3,2025-05-10 18:40:00,East Gate,Partial Scan
A0006487,T0006487,M006,C002991,3,3,2025-05-10 18:20:00,West Gate,Full Scan
A0006488,T0006488,M006,C002200,1,1,2025-05-10 19:02:00,Premium Entrance,Full Scan
A0006489,T0006489,M006,C001680,1,1,2025-05-10 18:33:00,West Gate,Full Scan
A0006490,T0006490,M006,C002501,2,2,2025-05-10 18:45:00,North Gate,Full Scan
A0006491,T0006491,M006,C002177,2,2,2025-05-10 18:15:00,East Gate,Full Scan
A0006492,T0006492,M006,C002628,3,3,2025-05-10 18:50:00,North Gate,Full Scan
A0006493,T0006493,M006,C000054,2,2,2025-05-10 18:22:00,Premium Entrance,Full Scan
A0006494,T0006494,M006,C001244,2,1,2025-05-10 18:49:00,West Gate,Partial Scan
A0006495,T0006495,M006,C000342,1,1,2025-05-10 19:20:00,East Gate,Full Scan
A0006496,T0006496,M006,C003106,1,1,2025-05-10 19:08:00,Premium Entrance,Full Scan
A0006497,T0006497,M006,C000075,2,2,2025-05-10 19:05:00,West Gate,Full Scan
A0006498,T0006498,M006,C002679,2,2,2025-05-10 18:30:00,North Gate,Full Scan
A0006499,T0006499,M006,C001841,4,3,2025-05-10 18:29:00,Premium Entrance,Partial Scan
A0006500,T0006500,M006,C002270,1,1,2025-05-10 19:11:00,West Gate,Full Scan
A0006501,T0006501,M006,C000539,3,3,2025-05-10 18:37:00,West Gate,Full Scan
A0006502,T0006502,M006,C000855,2,2,2025-05-10 18:52:00,East Gate,Full Scan
A0006503,T0006503,M006,C000715,1,1,2025-05-10 19:14:00,West Gate,Full Scan
A0006504,T0006504,M006,C000145,1,0,,West Gate,No Show
A0006505,T0006505,M006,C001991,1,1,2025-05-10 19:07:00,North Gate,Full Scan
A0006506,T0006506,M006,C001234,1,1,2025-05-10 18:39:00,East Gate,Full Scan
A0006507,T0006507,M006,C000740,1,1,2025-05-10 18:54:00,North Gate,Full Scan
A0006508,T0006508,M006,C002058,1,1,2025-05-10 18:56:00,North Gate,Full Scan
A0006509,T0006509,M006,C002815,1,1,2025-05-10 18:56:00,North Gate,Full Scan
A0006510,T0006510,M006,C003171,1,1,2025-05-10 18:49:00,East Gate,Full Scan
A0006511,T0006511,M006,C002411,1,1,2025-05-10 19:04:00,Premium Entrance,Full Scan
A0006512,T0006512,M006,C000414,3,2,2025-05-10 19:08:00,North Gate,Partial Scan
A0006513,T0006513,M006,C002729,2,2,2025-05-10 19:22:00,Premium Entrance,Full Scan
A0006514,T0006514,M006,C001761,1,1,2025-05-10 18:51:00,West Gate,Full Scan
A0006515,T0006515,M006,C001714,1,1,2025-05-10 18:54:00,West Gate,Full Scan
A0006516,T0006516,M006,C000355,2,2,2025-05-10 18:59:00,East Gate,Full Scan
A0006517,T0006517,M006,C000174,3,3,2025-05-10 18:28:00,West Gate,Full Scan
A0006518,T0006518,M006,C001972,2,1,2025-05-10 18:43:00,North Gate,Partial Scan
A0006519,T0006519,M006,C002766,4,4,2025-05-10 19:00:00,West Gate,Full Scan
A0006520,T0006520,M006,C002952,2,2,2025-05-10 18:42:00,North Gate,Full Scan
A0006521,T0006521,M006,C001637,2,1,2025-05-10 18:49:00,West Gate,Partial Scan
A0006522,T0006522,M006,C002559,2,1,2025-05-10 18:43:00,Premium Entrance,Partial Scan
A0006523,T0006523,M006,C002763,2,2,2025-05-10 18:38:00,East Gate,Full Scan
A0006524,T0006524,M006,C001619,2,2,2025-05-10 18:58:00,North Gate,Full Scan
A0006525,T0006525,M006,C002105,4,2,2025-05-10 18:36:00,East Gate,Partial Scan
A0006526,T0006526,M006,C000244,1,0,,East Gate,No Show
A0006527,T0006527,M006,C002418,3,2,2025-05-10 18:52:00,East Gate,Partial Scan
A0006528,T0006528,M006,C000524,1,1,2025-05-10 18:47:00,Premium Entrance,Full Scan
A0006529,T0006529,M006,C000046,3,3,2025-05-10 18:30:00,East Gate,Full Scan
A0006530,T0006530,M006,C003021,1,1,2025-05-10 18:35:00,Premium Entrance,Full Scan
A0006531,T0006531,M006,C001287,2,2,2025-05-10 18:33:00,West Gate,Full Scan
A0006532,T0006532,M006,C000242,2,2,2025-05-10 19:27:00,East Gate,Full Scan
A0006533,T0006533,M006,C003158,2,2,2025-05-10 18:47:00,West Gate,Full Scan
A0006534,T0006534,M006,C000455,4,3,2025-05-10 19:07:00,North Gate,Partial Scan
A0006535,T0006535,M006,C003163,2,1,2025-05-10 19:25:00,North Gate,Partial Scan
A0006536,T0006536,M006,C000065,1,1,2025-05-10 18:38:00,Premium Entrance,Full Scan
A0006537,T0006537,M006,C001790,2,2,2025-05-10 18:59:00,West Gate,Full Scan
A0006538,T0006538,M006,C001215,1,1,2025-05-10 18:30:00,North Gate,Full Scan
A0006539,T0006539,M006,C002554,1,1,2025-05-10 18:34:00,East Gate,Full Scan
A0006540,T0006540,M006,C001094,4,3,2025-05-10 18:54:00,East Gate,Partial Scan
A0006541,T0006541,M006,C001598,1,1,2025-05-10 19:22:00,Premium Entrance,Full Scan
A0006542,T0006542,M006,C001509,3,3,2025-05-10 18:40:00,North Gate,Full Scan
A0006543,T0006543,M006,C001455,1,1,2025-05-10 19:11:00,North Gate,Full Scan
A0006544,T0006544,M006,C002147,1,1,2025-05-10 18:54:00,West Gate,Full Scan
A0006545,T0006545,M006,C001923,3,3,2025-05-10 18:25:00,East Gate,Full Scan
A0006546,T0006546,M006,C001852,1,1,2025-05-10 18:57:00,West Gate,Full Scan
A0006547,T0006547,M006,C001572,16,14,2025-05-10 19:27:00,West Gate,Partial Scan
A0006548,T0006548,M006,C000768,1,1,2025-05-10 18:40:00,North Gate,Full Scan
A0006549,T0006549,M006,C001740,2,2,2025-05-10 19:15:00,North Gate,Full Scan
A0006550,T0006550,M006,C002801,1,1,2025-05-10 18:36:00,North Gate,Full Scan
A0006551,T0006551,M006,C002260,2,2,2025-05-10 18:23:00,East Gate,Full Scan
A0006552,T0006552,M006,C001499,1,0,,West Gate,No Show
A0006553,T0006553,M006,C002077,2,2,2025-05-10 19:05:00,West Gate,Full Scan
A0006554,T0006554,M006,C001728,2,2,2025-05-10 18:33:00,West Gate,Full Scan
A0006555,T0006555,M006,C000628,1,1,2025-05-10 19:01:00,West Gate,Full Scan
A0006556,T0006556,M006,C002139,3,2,2025-05-10 18:49:00,North Gate,Partial Scan
A0006557,T0006557,M006,C001026,3,1,2025-05-10 19:17:00,East Gate,Partial Scan
A0006558,T0006558,M006,C003112,1,1,2025-05-10 19:07:00,East Gate,Full Scan
A0006559,T0006559,M006,C001895,1,1,2025-05-10 19:14:00,East Gate,Full Scan
A0006560,T0006560,M006,C001704,1,1,2025-05-10 19:15:00,West Gate,Full Scan
A0006561,T0006561,M006,C002443,1,1,2025-05-10 18:57:00,West Gate,Full Scan
A0006562,T0006562,M006,C000527,1,1,2025-05-10 18:59:00,East Gate,Full Scan
A0006563,T0006563,M006,C000421,3,3,2025-05-10 18:38:00,West Gate,Full Scan
A0006564,T0006564,M006,C000561,3,2,2025-05-10 18:49:00,West Gate,Partial Scan
A0006565,T0006565,M006,C000808,2,2,2025-05-10 19:18:00,West Gate,Full Scan
A0006566,T0006566,M006,C003055,1,1,2025-05-10 18:41:00,North Gate,Full Scan
A0006567,T0006567,M006,C001998,1,1,2025-05-10 18:10:00,North Gate,Full Scan
A0006568,T0006568,M006,C002134,1,1,2025-05-10 18:55:00,North Gate,Full Scan
A0006569,T0006569,M006,C003007,4,4,2025-05-10 18:45:00,West Gate,Full Scan
A0006570,T0006570,M006,C002361,2,2,2025-05-10 18:55:00,Premium Entrance,Full Scan
A0006571,T0006571,M006,C000383,1,1,2025-05-10 18:44:00,East Gate,Full Scan
A0006572,T0006572,M006,C002090,3,3,2025-05-10 19:06:00,East Gate,Full Scan
A0006573,T0006573,M006,C002836,1,1,2025-05-10 18:44:00,North Gate,Full Scan
A0006574,T0006574,M006,C000466,2,2,2025-05-10 19:03:00,East Gate,Full Scan
A0006575,T0006575,M006,C000150,1,1,2025-05-10 18:50:00,West Gate,Full Scan
A0006576,T0006576,M006,C001934,4,4,2025-05-10 19:07:00,North Gate,Full Scan
A0006577,T0006577,M006,C002098,2,2,2025-05-10 18:38:00,Premium Entrance,Full Scan
A0006578,T0006578,M006,C000556,2,2,2025-05-10 19:04:00,West Gate,Full Scan
A0006579,T0006579,M006,C001771,1,1,2025-05-10 18:28:00,North Gate,Full Scan
A0006580,T0006580,M006,C002919,2,2,2025-05-10 19:09:00,West Gate,Full Scan
A0006581,T0006581,M006,C000341,2,2,2025-05-10 18:46:00,North Gate,Full Scan
A0006582,T0006582,M006,C002101,2,2,2025-05-10 18:20:00,East Gate,Full Scan
A0006583,T0006583,M006,C003012,1,1,2025-05-10 18:51:00,East Gate,Full Scan
A0006584,T0006584,M006,C001828,1,1,2025-05-10 19:09:00,North Gate,Full Scan
A0006585,T0006585,M006,C001808,1,1,2025-05-10 19:10:00,North Gate,Full Scan
A0006586,T0006586,M006,C002484,2,2,2025-05-10 19:04:00,East Gate,Full Scan
A0006587,T0006587,M006,C000231,8,4,2025-05-10 19:08:00,West Gate,Partial Scan
A0006588,T0006588,M006,C002432,2,2,2025-05-10 18:48:00,West Gate,Full Scan
A0006589,T0006589,M006,C001162,2,2,2025-05-10 19:27:00,North Gate,Full Scan
A0006590,T0006590,M006,C003074,4,4,2025-05-10 18:32:00,North Gate,Full Scan
A0006591,T0006591,M006,C001885,2,1,2025-05-10 19:17:00,West Gate,Partial Scan
A0006592,T0006592,M006,C002798,1,1,2025-05-10 18:52:00,East Gate,Full Scan
A0006593,T0006593,M006,C002857,2,2,2025-05-10 18:51:00,East Gate,Full Scan
A0006594,T0006594,M006,C001425,3,3,2025-05-10 18:26:00,North Gate,Full Scan
A0006595,T0006595,M006,C002194,4,3,2025-05-10 19:01:00,Premium Entrance,Partial Scan
A0006596,T0006596,M006,C000532,2,2,2025-05-10 18:56:00,East Gate,Full Scan
A0006597,T0006597,M006,C002276,1,1,2025-05-10 18:34:00,West Gate,Full Scan
A0006598,T0006598,M006,C000710,3,3,2025-05-10 18:59:00,West Gate,Full Scan
A0006599,T0006599,M006,C002453,2,2,2025-05-10 18:38:00,West Gate,Full Scan
A0006600,T0006600,M006,C000925,2,2,2025-05-10 18:47:00,West Gate,Full Scan
A0006601,T0006601,M006,C002742,2,2,2025-05-10 19:00:00,West Gate,Full Scan
A0006602,T0006602,M006,C002204,2,1,2025-05-10 18:48:00,West Gate,Partial Scan
A0006603,T0006603,M006,C000669,2,2,2025-05-10 18:53:00,West Gate,Full Scan
A0006604,T0006604,M006,C001027,1,1,2025-05-10 18:28:00,East Gate,Full Scan
A0006605,T0006605,M006,C001284,2,2,2025-05-10 18:56:00,West Gate,Full Scan
A0006606,T0006606,M006,C000828,2,2,2025-05-10 18:46:00,North Gate,Full Scan
A0006607,T0006607,M006,C003033,2,2,2025-05-10 18:52:00,West Gate,Full Scan
A0006608,T0006608,M006,C001178,1,1,2025-05-10 18:59:00,North Gate,Full Scan
A0006609,T0006609,M006,C001793,2,2,2025-05-10 18:43:00,East Gate,Full Scan
A0006610,T0006610,M006,C002530,1,1,2025-05-10 19:16:00,East Gate,Full Scan
A0006611,T0006611,M006,C001359,1,0,,East Gate,No Show
A0006612,T0006612,M006,C002189,2,2,2025-05-10 18:59:00,West Gate,Full Scan
A0006613,T0006613,M006,C001502,2,2,2025-05-10 19:27:00,North Gate,Full Scan
A0006614,T0006614,M006,C000460,1,0,,North Gate,No Show
A0006615,T0006615,M006,C001997,2,2,2025-05-10 19:22:00,East Gate,Full Scan
A0006616,T0006616,M006,C002542,1,1,2025-05-10 19:25:00,North Gate,Full Scan
A0006617,T0006617,M006,C001082,2,2,2025-05-10 18:32:00,West Gate,Full Scan
A0006618,T0006618,M006,C001663,2,2,2025-05-10 18:46:00,North Gate,Full Scan
A0006619,T0006619,M006,C001611,2,2,2025-05-10 18:59:00,West Gate,Full Scan
A0006620,T0006620,M006,C000525,1,1,2025-05-10 18:47:00,West Gate,Full Scan
A0006621,T0006621,M006,C003040,2,2,2025-05-10 19:11:00,East Gate,Full Scan
A0006622,T0006622,M006,C000484,1,1,2025-05-10 18:46:00,North Gate,Full Scan
A0006623,T0006623,M006,C000285,4,4,2025-05-10 19:00:00,West Gate,Full Scan
A0006624,T0006624,M006,C002692,1,1,2025-05-10 18:23:00,Premium Entrance,Full Scan
A0006625,T0006625,M006,C001037,2,2,2025-05-10 18:55:00,West Gate,Full Scan
A0006626,T0006626,M006,C002182,3,3,2025-05-10 19:13:00,East Gate,Full Scan
A0006627,T0006627,M006,C002234,8,8,2025-05-10 18:36:00,North Gate,Full Scan
A0006628,T0006628,M006,C000038,4,4,2025-05-10 18:50:00,Premium Entrance,Full Scan
A0006629,T0006629,M006,C001487,1,0,,East Gate,No Show
A0006630,T0006630,M006,C003036,1,1,2025-05-10 19:00:00,North Gate,Full Scan
A0006631,T0006631,M006,C000580,2,2,2025-05-10 19:06:00,West Gate,Full Scan
A0006632,T0006632,M006,C003058,2,2,2025-05-10 19:16:00,West Gate,Full Scan
A0006633,T0006633,M006,C002012,2,1,2025-05-10 19:17:00,North Gate,Partial Scan
A0006634,T0006634,M006,C003124,2,2,2025-05-10 18:56:00,North Gate,Full Scan
A0006635,T0006635,M006,C001674,2,2,2025-05-10 18:31:00,Premium Entrance,Full Scan
A0006636,T0006636,M006,C003142,3,3,2025-05-10 18:37:00,West Gate,Full Scan
A0006637,T0006637,M006,C003101,1,1,2025-05-10 18:49:00,West Gate,Full Scan
A0006638,T0006638,M006,C000312,3,2,2025-05-10 19:26:00,North Gate,Partial Scan
A0006639,T0006639,M006,C002226,16,10,2025-05-10 19:19:00,Premium Entrance,Partial Scan
A0006640,T0006640,M006,C000642,1,1,2025-05-10 18:58:00,East Gate,Full Scan
A0006641,T0006641,M006,C001930,1,1,2025-05-10 18:57:00,North Gate,Full Scan
A0006642,T0006642,M006,C000838,2,2,2025-05-10 19:00:00,North Gate,Full Scan
A0006643,T0006643,M006,C000809,2,2,2025-05-10 19:08:00,North Gate,Full Scan
A0006644,T0006644,M006,C002695,1,1,2025-05-10 19:03:00,East Gate,Full Scan
A0006645,T0006645,M006,C001239,2,2,2025-05-10 18:43:00,North Gate,Full Scan
A0006646,T0006646,M006,C002051,4,4,2025-05-10 18:40:00,West Gate,Full Scan
A0006647,T0006647,M006,C002516,2,1,2025-05-10 18:58:00,West Gate,Partial Scan
A0006648,T0006648,M006,C003067,2,2,2025-05-10 19:16:00,East Gate,Full Scan
A0006649,T0006649,M006,C002021,1,1,2025-05-10 18:55:00,North Gate,Full Scan
A0006650,T0006650,M006,C002982,1,1,2025-05-10 19:16:00,Premium Entrance,Full Scan
A0006651,T0006651,M006,C001478,12,10,2025-05-10 18:35:00,West Gate,Partial Scan
A0006652,T0006652,M006,C002700,4,3,2025-05-10 19:27:00,North Gate,Partial Scan
A0006653,T0006653,M006,C000183,1,1,2025-05-10 19:05:00,Premium Entrance,Full Scan
A0006654,T0006654,M006,C001764,3,2,2025-05-10 18:56:00,East Gate,Partial Scan
A0006655,T0006655,M006,C002374,2,2,2025-05-10 18:21:00,West Gate,Full Scan
A0006656,T0006656,M006,C000323,2,2,2025-05-10 18:40:00,North Gate,Full Scan
A0006657,T0006657,M006,C002225,4,3,2025-05-10 19:05:00,North Gate,Partial Scan
A0006658,T0006658,M006,C000563,2,2,2025-05-10 19:15:00,West Gate,Full Scan
A0006659,T0006659,M006,C001886,1,1,2025-05-10 19:17:00,North Gate,Full Scan
